original_index,review_text,polarity,predicted
973884,"Minha única crítica do segundo em relação ao primeiro é a fotografia. A fotografia do primeiro, ainda que muito ""comercial"", parece se preocupar mais em mostrar a estética daquela situação. Digamos assim que, de estética cyberpunk, o primeiro deixa muito mais explícito. Porém, o filme ainda é, indiscutivelmente, um ícone pra essa subcultura. A forma que a história se desenvolve, toda a idéia da Matrix e as situações envolvidas com os que foram despertados mostram que o filme possui uma ideia muito à frente daquela época. Ideias que ainda soam bizarras, mas que serviram de inspiração para várias outras obras (e teve até cientista renomado dizendo que não é impossível). Definitivamente, um ícone.",1.0,0
923186,"Todos deveriam assistir esse filme, enredo que prende bastante e surpreende!",1.0,0
627268,"Embora tenha a sensação de que faltaram muitos pedaços importantes da história de Elis no filme, a atuação, fotografia, trilha, tiram o fôlego de qualquer fã da cantora. Não tem como deixar de se emocionar. Muito lindo.",1.0,0
835492,Santo extintor...desde os tempos de Didi que não via uma utilidade tão boa para esse objeto!,1.0,0
1033100,"Filme com um roteiro único que, apesar de uma premissa simples, desenvolve tudo de maneira ótima. O potencial está no desenvolvimento do antagonismo e a imersão intensa no filme com uma trilha sonora sensacional.A ambientação na Polinésia e a boa representação da cultura e dos cenários é o que torna o filme uma obra tão afável aos olhos.",1.0,0
1022234,Tem umas cenas engraçadas .,0.0,1
1645725,ótimo filme... clássico!,1.0,0
169517,Ameeei.As cenas de ação foram as melhores =D,1.0,1
1259871,choro litros.  *.*,1.0,0
1733231,Um filme que colocou o silêncio como personagem!Apavorante e brilhante!,1.0,1
825983,Incrível essa forma do Hitchcock de nos guiar pelo filme.,1.0,0
936128,Putz!,1.0,1
1497421,Tim <3,1.0,1
274765,"Ora, ora, um filme da DC que não é escuro, ooops, quer dizer, ""sombrio"", hehehe. Gostei muiro, especialmente de enxergar TUDO nas lutas subaquáticas e cenas noturnas, mesmo tendo assistido em 3D. Ponto pro James Wan.",1.0,0
357510,"Simples porém, espetacular! Recomendo.",1.0,1
772671,O melhor,1.0,1
1400814,bem desenvolvido,1.0,1
1813716,"CA-CE-TE. Bom, sou suspeito pra falar. Sou músico e compartilho do mesmo sonho (ser o melhor), não chego ao nível obsessivo do Andrew, mas entendo. Mas na minha opinião, é impossível um ser humano não gostar nem um tico desse filme! Mas sou suspeito pra falar haha Bom, li comentários que diziam que o roteiro se perdia pois não dizia o porquê dos métodos do Fletcher e nem o porquê dele ser assim. Bom, no filme, em certas cenas, (quando está no bar, quando está falando com um amigo antes da primeira apresentação do filme e antes de começar a treinar o Andrew) quando ele se mostrava como homem comum e não como regente/mestre/professor, mostrava que ele era uma pessoa diferente do que era com os alunos, e na conversa de bar, ele justifica os métodos dele. O roteiro não se perde. Fora isso, não vi nenhuma reclamação sobre e nem consigo achar defeitos para o filme. Atuações perfeitas, trilha sonora muito, mas MUITO agradável, até para quem não é apreciador de música ou jazz. Fotografia muito boa, história NADA previsível, personagens mais que impressionantes, trama muito boa, suspense levemente moderado e potente. Sem dizer que o filme conta com cenas marcantes o tempo todo, o que deixa o filme mais atraente ainda. Muito difícil escolher a melhor cena do filme haha.",1.0,0
1497320,"que filme leve, bonito, tocante... é um filme simples, mas é maravilhoso. me arrancou sorrisos, risadas, me emocionou e ainda de quebra me deixou pensando na lição de vida que é retratada. ganhou espaço no mue coração.",1.0,1
1391870,"Tudo o que somos , que amamos é propriedade do cérebro ou de nossas almas ? Essa doença é fria, devastadora que precisa ser muito pesquisada.O filme me fez fazer essa pergunta varias vezes por ver a evolução da doença no personagem , eu não conheço ninguém de perto com  essa doença mas se for como é no filme, parece que nenhum resquício de personalidade fica após o quadro agravar . E a nossa alma, nossa essência? O filme acabou e eu agora tenho a tarefa de conhecer mais sobre a tal.  Em fim , gostei (e chorei) pra caramba .",1.0,0
1334579,"O filme tinha até que uma proposta interessante, mas não dá para desenvolver tudo em 1 hora e 20. A história ficou muito corrida e arrastada, uma pena...",0.0,1
1206163,Gostei bastante. Algumas modificações do Tim Burton no filme ficaram melhores do que como acontece no livro.,1.0,1
1823401,Sensacional! Resolveu todos os problemas de x-men 3 e ainda deixou em aberto mil possibilidades de continuações! A cena pós-crédito foi foda!,1.0,1
507296,Esse foi simplesmente o melhor filme que eu já vi em toda minha vida!!!!Muito obrigado Spielberg!!!!,1.0,0
1522867,um porre de tão chato.,0.0,0
1263590,ainda emocionado pra conseguir comentar,1.0,1
1579082,so vale pela Rachel mcadms,1.0,0
43129,"Acho que é importante começar dizendo que não sou um iniciado em terror, pelo contrário, sou fascinado por histórias macabras. Já vi todo tipo de filme de terror, de ''O Exorcista'' a ''O Massacre da Serra Elétrica'' e ''Nosferatu'', já joguei tb de ''Silent Hill'' a ''Outlast'', fora que Lovecraft, Poe e Junji Ito foram os autores que mais li até hoje. Enfim, pode não parecer muita coisa, mas eu realmente não acho que sou fácil de assustar. Dito isso, devo dizer que ''A Bruxa'' foi a experiência mais sinistra que já tive em qualquer mídia de entretenimento. Nunca tinha visto nada que me apavorasse tanto, o filme entrou na minha cabeça de tal forma que eu rezei dentro do cinema para que acabasse logo. Fiquei completamente horrorizado com o que vi. Digo isso pq não acho mt justo as críticas tão pesadas que o filme recebe (talvez pq onde as pessoas não viram nada, eu vi tudo) Concluindo, acredito que vale a pena pra quem gosta do gênero, pessoalmente, virou um dos meus filmes favoritos",1.0,1
742284,Excelente diversão. Com várias referências dos anos 80.,1.0,0
1792177,"Para o bem e para o mal, Vingadores: Era de Ultron é mais do mesmo. É notório que a trama guarda camadas mais profundas que a do filme original - além do tom passear por aquele visto no terceiro Homem de Ferro e, principalmente, no último Capitão América -, mas a estrutura narrativa é praticamente igual a do surpreendente arrasa-quarteirão de 2012. Temos aqui (algumas) boas tiradas, um elenco cada vez mais entrosado, efeitos visuais de última geração, equilíbrio na abordagem das personagens e suas respectivas cenas de ação, enfim, uma orquestração digna por parte do maestro-condutor, Joss Whedon. Há falhas no filme? Sim, há - especialmente na construção do vilão -, mas também haviam no longa anterior e isto não o impediu de ser uma aventura divertida, tipicamente ""quadrinesca"", assim como o é este 'Era de Ultron', cuja vantagem reside numa ""amadurecência"" discreta proposta pelo competente Whedon, mas que funcionou de forma mais efetiva no já citado 'Capitão América 2: O Soldado Invernal'. No mais, tem tudo para ser o grande arrecadador do ano (de novo)... Obs.: A grande surpresa do longa é a presença do Gavião Arqueiro, de Jeremy Renner, que finalmente mostra a que veio e praticamente domina todas as cenas em que tem voz ativa (não necessariamente sendo o pivô ou personagem principal); uma das decepções encontra-se na trilha sonora assinada por Bryan Tyler (responsável pela de Homem de Ferro 3), que não fez um trabalho medíocre, mas não conseguiu bater ou sequer acompanhar aquela composta por Alan Silvestri (Forrest Gump) para o Vingadores original. ... Visite: www.cinemografica.com Dê uma lida no meu texto sobre o primeiro Vingadores:  http://www.cinemografia.com/2012/05/os-vingadores-avengers-eua-2012.html",1.0,1
1007120,"Impossível não se apaixonar pelos Minions, quero um pra mim =P E tmb um Meu Malvado Favorito 3 só com o Minions e a Agnes *.*",1.0,1
893467,Apenas 7/7 no Globo de Ouro. Tem que prestar!!,1.0,0
1822843,"Tirando alguns errinhos, X-MEN ainda seduz mais cinematograficamente que Homem Aranha, gostei muito do filme foi bem o que eu esperava! Elenco grandioso e competente que veste o uniforme literalmente do personagem, ainda acho essa Mística jovem uma personagem preguiçosa, deu uma maior dramaticidade com a Lawrence (sempre ótima), mas perdeu a agilidade que tinha com a Rebeca.  Enfim eu verei mais vezes, empolgou.",1.0,0
463352,"Tinha tempo que não saia do cinema satisfeito com um filme de ação. Del Toro, obrigado por isso. Pacific Rim é um clássico filme de robô x monstros com cenas de ação interessantes e uma história bem construída. Achei que diretor teve alguma dificuldade em manter o nível do filme na hora de fechar a história, mas ainda assim o desenvolvimento até chegar lá é muito bom. Destaque para a dupla de pesquisadores (Gorman e Day) que roubam a cena do filme juntamente com Idris Elba que esteve perfeito como comandante.",1.0,1
1669136,"Quando era criança não entendia essa ""enrolação"" toda pra mostrar o que realmente me interessava: o afundamento do navio. 18 anos depois compreendi o final de Titanic:Depois que a Rose termina seu relato todos desistem das buscas ao ""coração do oceano"" e ela joga a joia fora indo se deitar em seguida. Nesse momento ela morre (o curso natural do filme em flash back para aqui) e a câmera vai até o fundo do mar chegando até os restos do navio acabado pelo tempo.Então tudo começa a ficar novo e iluminado enquanto a câmera vai se dirigindo ao hall central onde estão todos reunidos esperando. Então a porta se abre e percebemos que é a Rose quem acaba de chegar. Ao olharmos para as pessoas que estão aguardando ela, vemos apenas pessoas que não eram contra o caso dela com o jack, pessoas amigas e pessoas que foram ajudadas pelos 2 (fora as pessoas que morreram no mar.No momento final do filme dá-se a impressão que é um novo flash back, mas na realidade é um acontecimento presente. Ela acabou de morrer e seu espirito foi ao encontro do que sempre importou pra ela durante toda a vida, e o espirito do jack estava lá aguardando (ele até está de costas olhando para o relógio) As pessoas aplaudem pela união deles. Todos aguardavam por isso.Quem diria que o Cameron é um religioso de mão cheia!!!",0.0,0
533612,Lars + Bjork! faltam adjetivos pra essa obra prima! e deu MTO certo! assisto sempre que sinto que falta algo... preciso nem recomendar né?,1.0,1
1195106,As guerras são vencidas pela auto destruição psíquica de alguns homens que precisam decidir quem vive e quem morre.,1.0,1
1003670,"Begin Again não tem um bom começo. Sua decisão de mostrar um início por três vezes é cansativo e quase te faz desistir. Com exceção das cenas em que mostra o passado de Gretta, as outras duas são completamente inúteis, exceto para apresentar os personagens, que poderiam ter sido apresentados de outra forma. Ver a apresentação no bar, depois ver Ruffalo acordando e terminando seu dia no bar e depois ver Gretta chegar em Nova York e terminar no bar cria um ciclo que te faz pensar que vai durar o filme todo.No entanto, é a partir disso que o filme se transforma: quando Gretta começa a gravar suas músicas de forma alternativa e independente, sendo a dona da situação e transformando as pessoas que a cerca é que ele se torna atrativo e merecedor de sua indicação. Eu compraria seu CD. Você acredita que ela é uma cantora com talento (o que não aconteceu comigo quanto ao Dave Kohl/Adam Levine, que até em um filme tem que usar efeitos especiais em sua voz).Bem feito, fora do comum e divertido, Begin Again te cativa e faz com que deseje que aquela história tenha sido real. P.S: Keira tem me surpreendido muito. Sempre a vi como a atriz de filmes Blockbusters com corsets apertados mas, de uns tempos para cá, tem se dedicado a papeis importantes e mais realistas. Como nesse, em que se apresenta como uma mulher comum, usando roupas desleixadas e quase nenhuma maquiagem. Um bom rumo na carreira.",1.0,0
949304,"eu AMO a apresentações iniciais,em P&B! uma coisa *-*",1.0,0
1731843,Trilha sonora maravilhosa! :D,1.0,1
1576230,"""Mas este é um alvo em movimento. A liberdade é algo que está sobre o horizonte, e você não pode parar de navegar em direção a ela só porque você não alcança. Você apenas continua... E cada geração tem outra oportunidade de levá-la adiante.""",1.0,0
1446232,mas que filme bem tosco kkkkkkkk,0.0,1
1415541,"Um dos melhores filmes que já assisti, Dustin Hoffman está perfeito neste filme, nunca vi uma química tão grande entre dois atores! O filme mostra muito bem o lado ruim da vida um dos finais mais tristes e vazio da historia do cinema! O filme tem tudo certo, e foi merecido os Oscars que levou, vale notar a Trilha sonora e a montagem do filme que deixa tudo mais real! Difícil não de encantar. i'm walking here",1.0,1
1474634,Melhores diálogos ever.,1.0,1
1025183,"Criativo, inteligente e muito bem elaborado.",1.0,1
1058154,"Filme excelente pra quem quer se afundar mais ainda na fossa! Adorei  esse novo gênero ""desgraça romântica"". Que bad.",0.0,0
73476,Nunca vii um filme tão bom e tão lindo comoo esse... !,1.0,1
1776400,Bem melhor que o 2º.,1.0,0
851012,"Mais uma vez esta saga mostra que é possível sim um filme bom e fiel, assim como o Em Chamas foi. Atuações digníssimas, que depois dos outros dois filmes nem surpreendem mais -sqn.  Jena Malone sambou de novo, cinco segundo foram mais do que suficientes. E o Josh Hutcherson? Eu ainda não tinha visto metade do que ele sabe fazer, caramba! O Peeta telessequestrado realmente me deixou com medo. A Jennifer Lawrence dispensa comentários e eu vou parar por aqui senão elogio até o Buttercup. O ritmo da primeira parte é lento sim mas como poderia ser diferente? Tanto pelo livro como pela necessidade de trabalhar a tensão e os traumas pelos quais os personagens estão passando, a parte 1 foca em choro e diálogos com pequenas partes de ação. Essa revolução esperou décadas para começar. O momento em que a Katniss dispara a última flecha no Quarter Quell não significa exatamente o ínício da guerra em si. A confiança dos distritos tanto no Tordo quanto em si mesmos foi construída num ritmo mais lento, - com os prontopops do 13 vs. as entrevistas com o Peeta, - e esse filme trata exatamente disso, dos bastidores da revolução. É o silêncio - se assim pode-se dizer - que precede o esporro. Que venha a parte 2, com todos os tiros e flechadas dos quais sentiram falta nesse filme. Ps: cenas adicionais dos lenhadores e da barragem me deixaram arrepiada! E a versão de Hanging Tree, apesar de emocionar menos do que essa aqui (fan made): http://youtu.be/uKrCE1aYz7o,  me soou mais sombria e casou perfeitamente com a cena.",1.0,0
294301,"A edição do filme é primorosa, não há como negar. Porém, achei chato.A personagem da Véra Clouzot é muito irritante e burra, chega a ser irrealista demais um ser humano tão sem noção assim, que mal reage a um detetive empurrando ela no táxi, confessa tudo ao mesmo detetive que bizarramente estava no quarto observando ela dormir, tira um tempinho em toda a cena pra ter uma tontura e dizer o como se arrepende do que fez, me agoniou muito. O detetive também é muito aleatório e mal desenvolvido, aparece no necrotério do nada, faz umas perguntas, vê umas roupas e bum: está lá ele na penúltima cena prendendo o casal com uma frase de efeito. Concordo que a cena do MIchel Delassalle na banheira aparecendo para a Christina é excelente, mas ela não salva o filme. Por mim, a história acabava ali mesmo, com ela tendo o ataque cardíaco e aquele cadáver se levantando da banheira, num clima sobrenatural, sem explicar nada depois.",0.0,0
1356426,"Ai Deus, quanta ansiedade.",1.0,1
543268,galera nos comentários fazendo textos e textos sobre o fim da trilogia e all i have to say is: eastwood.clint eastwood.,1.0,0
97314,dois comentarias apenas : Atuação magnifica de haley j osment e direção fenomenal do spielberg,1.0,0
952339,"Sororidade ❤️Liiiiindo! Ótima adaptação, fotografia linda, figurinos, tudo muito lindo!",1.0,1
329170,"""eu falo um pouco de italiano."" ashuashuahuahsuhsuha Brad em mais um brilhante papel... Tarantino ♥",1.0,0
276388,Queria morar na trilha sonora desse filme!!!Sônia Braga é magnífica do início ao fim.,1.0,1
1359610,"Uma obra que consegue compreender e se aproximar da grandeza da literatura de Victor Hugo. O filme poderia não ser um musical, mas o fato de ter tido música ao vivo colaborou para enaltecer ainda mais a homenagem à arte prestada pelo diretor Tom Hooper, pois apenas a música não poderia ser captada como fonte de adaptação da obra de Victor Hugo. A mensagem do amor que inclui o perdão foi muito bem passada pelo elenco. Hugh Jackman e Russell Crowe estão muito bem, assim como o elenco de coadjuvantes, mas quem se destaca é Anne Hathaway em rápida mas marcante participação, que inclui uma emocionante interpretação de I Dreamed a Dream.",1.0,1
1660903,"Ótimo entretenimento! A comédia e a ação do filme combinam perfeitamente, o elenco é maravilhoso e tem muita sintonia. Melhor filme do Thor, não que isso fosse muito difícil hahaha.",1.0,1
302166,"Filme necessário, principalmente para as pessoas que desmerecem o movimento feministas, ou dizem que ele não as representa, mas elas esquecem que se têm todos esses direitos hoje, foi graças a luta de mulheres corajosas como no filme.",1.0,1
871030,"A melhor parte da notícia: ""O cineasta Joe Johnston, responsável por ""Jurassic Park 3"" (2001), revelou que prepara um novo filme da saga, que deve dar início a uma nova trilogia.""",1.0,1
1435953,"Achei o enredo tão simples, mas tão instigante! fascinado pela saga planeta dos macacos :)",1.0,0
109777,Juliette Binoche ♥,1.0,1
780174,"Ótimas atuações, chorei umas 4 vezes. Viola Davis e Octavia Spencer são perfeitas. Ah, adorei a trilha sonora, quando começou ""Jackson"" já quis favoritar, ai pensei: só falta Bob Dylan hahahahaha daí  no final, favoritei com gosto!!! ""you is good, you is smart, you is important"" *-*Que final!",1.0,1
1635313,"Esse filme me faz rir muito! Amo ele, e não canso de assistir.",1.0,0
347255,"Não vou mentir, pois ficou abaixo das minhas expectativas. Porém, ver Ben Affleck acertando num herói, e uma história que endeusa seus maiores ícones, faz do filme um ótimo entretenimento, e com uma cara mais sóbria que os filmes da Marvel!A DC literalmente entrou na batalha!",1.0,1
314957,"É um bom filme de guerra,com um certo exagero na história e aquele famoso patriotismo americano que acha que são sempre os heróis da guerra.",0.0,0
1416263,"Que filme, bicho! Favoritei.",1.0,1
418026,"Capitão Fantástico foi construído de maneira que nos levar a acreditar no quão pode ser maravilhoso viver fora da sociedade. E realmente é! Certamente deve é libertador viver fora das amarras da sociedade. Entretanto, muitas vezes, a realidade chama. O mundo chama. E esse mundo pode ser em forma de uma mulher, com suas perguntas habituais de convivência (de onde você é? qual o seu gosto musical?). Mas, principalmente, a responsabilidade chama. E no momento em que tudo que você acreditou que funcionava começa a mostrar suas falhas, é hora de pensar em tomar novos rumos. Capitão Fantástico tem um roteiro questionador, mas ao mesmo tempo simples, que preza pela linda química estabelecida pelos personagens.",1.0,1
1287587,"Este Filme, com maiúscula mesmo, desce como um uisque de qualidade, redondo, mesmo nas cenas mais violentas. É uma aula de cinema e também de História mostrando  como a corrupção funciona nos mais diferentes níveis.. Resumindo cinco estrelas e assistam.",1.0,0
270311,"Filme excelente! Tenso, angustiante, uma dúvida dilacerante! O final é aberto, entendo inclusive o nome do filme ""aos teus olhos"", tipo: o que você acha que aconteceu? Eu não voi dar um spoiler, mas entendi a mensagem como resolvida, aos meus olhos. O menino carente de pai, o professor volta pra escola para dar aula. Se sujeita a várias humilhações e retorna. Aos meus olhos é uma situação que se a criança está confundindo as coisas, ao que me pareceu pelo relacionamento conturbado dos pais, a vida do professor acaba totalmente, da escola, de tudo. Tudo acaba, como aconteceu com a Escola Base; https://veja.abril.com.br/brasil/morre-icushiro-shimada-erroneamente-acusado-no-caso-da-escola-base/",1.0,1
308763,tão bom quanto o livro!!!,1.0,0
1219725,"eu só assisti ele inteiro porque quando eu começo a ver um filme eu vejo até o final independentemente se tá uma bosta. nada de muito marcante ou surpreendente, ou seja, bem clichêzinho.",0.0,0
951584,"Muito bom! Efeitos, fotografia, figurino estão ótimos. E a Angelina dispensa comentários, foi feita pra este papel! Show de bola.",1.0,1
437345,Emocionante,1.0,1
393545,O filme Brooklin é um filme lírico e romântico e que nunca sairão de moda pelo bem do próprio cinema.,1.0,0
555295,"O filme, apesar de ser um tanto parado, é bom. Mostra em cenas fortes e frias o bullying contra a garota, Alejandra (e que muita gente por aí sofre). Gostei do densenvolvimento do filme, no entanto o final me desagradou e muito. Achei terrível a vingança sem sentido do pai, matando o menino. Ele nem tinha provas de que o garoto era culpado, a filha nem tinha morrido... Achei bem desnecessário e violento. Combater violência com violência não faz o mínimo sentido. Enfim, na minha opinião, o filme poderia ter um desfecho bem melhor.",0.0,1
1752495,"09. Um filme de baixo orçamento que você tenha gostado Correção: ""que você tenha amado""",1.0,0
943685,esse e o melhor filme de zumbis q ja fizeram,1.0,1
1538041,Por um mundo onde todos tenham um Wallace como melhor amigo. ♥,1.0,1
1398202,O que dizer... fofo!,1.0,1
384486,2 estrelas pelos anões bolados! E eu não vi vigor nenhum na atuação da Kristen,0.0,0
843552,"O drama se desenvolve inteiro dentro do quarto do Jeffries e a história não fica, em momento algum, cansativa. Hitchcock faz bem novamente, mas dessa vez fugindo do thriller usual e partindo para um drama cativante. Vemos um charme discreto durante todo o desenrolar da história, desde o Jeffries na caidera de rodas até a câmera desajeitada que ele usava. Não pude evitar lembrar dos quadros do Edward Hopper enquanto assistia ao filme. Uma visão singela do comportamento humano no seu cotidiano.",1.0,0
185856,"Outra fábula bonita, gosto muito desta animação.",1.0,1
605580,"Direção de fotografia impecável, trilha sonora muito boa também!",1.0,1
692311,Esse filme eh demais!!!!!  Eh um dos filmes que marcou para mim......Amei o filme!!!!,1.0,1
262668,Que final maravilhoso. Fazia tempo que não chorava tanto vendo um filme.,1.0,0
1325776,"Que beleza de fotografia, Javier Bardem esta incrível em No Country For Old Men, excelente filme.",1.0,0
444406,"Uma história simples, mas apaixonante e que nos prende até o fim. Mostra que realmente um filme para ser bom não precisa ter uma história totalmente fantasiada. Depp sempre perfeito!",1.0,0
1076652,"Eu acho melhor que Requiem. Menos apelativo, mais real.",1.0,0
1125260,"ah, e com certeza é o filme do OSCAR 2011!",1.0,0
1328552,Perfeito <3,1.0,1
734502,"Vi uma alarde muito grande por parte das pessoas que assistiram a esse filme dizendo que ele era muito bom e que tinha surpreendido elas. Mas quando eu assisti não vi nada demais. Ele não é tão extraordinário como dizem. Tem a ótima atuação de Sandra Bullock e ótimos efeitos especiais, mas o roteiro si é simples. O que consegue prender a pessoa do início ao fim é o suspense e a tensão contidos no filme.  Leiam a minha resenha completa sobre Gravidade aqui: http://adf.ly/frUp5",1.0,1
282795,"muito muito bom. história mt legal, e imagens maravilhosas. só não gosto muito dessa coisa de ele estar narrando a história, mas enfim",1.0,0
55090,como faço pra dar mais de cinco estrelas  que filme perfeito,1.0,0
131005,Filme com o enredo excelente. Prende-nos do começo ao fim. Muito bom.,1.0,1
114847,Este é um filme do gênero Terror / Mistério muito complexo. Temos que acompanhar desde o início para que possamos entender o final. Cenas Góticas e Impressionantes!,1.0,0
696335,Chega ser assustadora (no melhor sentido) a atuação de James McAvoy!,1.0,1
795123,"Uauuu que filmaço, envolvente do começo ao fim... Arrependida de não ter assistido antes, muito bom!!!",1.0,0
1738108,"Que filme, que história, que efeitos, que direção, que produção, que roteiro... Ai, Peter Jackson é o cara. O filme é sensacional, um drama que consegue despertar vários sentimentos conforme o filme vai passando, desperta várias reflexões também, um dos filmes mais completos que eu já tive a oportunidade de assistir. Recomendo muito! É fantástico.",1.0,0
1672266,"""Ei! Cindy! Sua bunda está caída"" ... ""(tapão na repórter)!"" Ri muito nessa parte!",1.0,0
834297,amo tanto que nem sei <3,1.0,1
1420592,bem foda!,1.0,1
89156,"Eddie e Alicia , esse filme é de vocês. Caraca, que atuações fantásticas.",1.0,0
