original_index,review_text,polarity
1057550,Nada a ver a forma que traduziram o nome do filme...,1.0
219008,Ond eu posso encontrar para baixar?,1.0
62333,"Filme muito bom , atuação maravilhosa da Shailene woodley ( Hazel grace ) , gostei tmbm do Augustus Waters e seu ""lance"" do cigarro rs fora isso de romântico e apaixonante eu não vi nada , muita angustia e chororo pelo estado dos dois e o amigo que precisa ficar cego !! Claro que existiu umas frasesinhas românticas ( todas bem elaboradas por sinal rs ) que as meninas se acabam kkk , bom filme recomendo",1.0
1827463,Bah,0.0
459558,Não li o livro mas se o filme for fiel ... passo longe...,0.0
892027,esse é um clássico.,1.0
1329989,"Um ótimo filme, ótimo elenco",1.0
435814,"Um presente para qualquer fã do Scorsese, recheado de sua pulsante energia e seu perfeito timing para trilha sonora.",1.0
1491061,Ainda tento encontrar palavras para definir esse filme.,1.0
803156,"A guria não é só surda, ela precisa ser meio cega também, com um campo de visão periférica mínimo.",0.0
721683,"Mais do que um filme sobre robôs! Além dos efeitos especiais incríveis e das lutas empolgantes, ainda carrega uma história com uma mensagem muito boa. Superou minhas expectativas de ser um filme mediano.",1.0
682884,bom filme,1.0
334739,ai galera vejam antes que saia http://www.youtube.com/watch?v=Mqgtuwbz6EA,1.0
817991,"Um dos melhores filmes que já vi!! Um filme longo que te faz não ver a hora passar. E o Matthew Mcconaughey simplesmente fantástico, mais uma vez!! Muito bom!!",1.0
241849,"Triste, gentil e bonito.",1.0
556810,"Esse filme e muito triste ,quando chega a parte em que descobrimos que o que pensávamos não é real , putz que tristeza , o que um ato não contado causa na vida dos dois apaixonados ..cenas lindas ..recomendo.",1.0
305480,"Esse filme é INCRÍVEL, não tem como não se sensibilizar. É humano, faz a gente acreditar ou ao menos querer acreditar que existem pessoas boas, sem segundas intenções. E que o sofrimento é intenso mas não é pra sempre. PERFEITO!",1.0
391586,Nem acredito que demorei tanto para assistir esse filmeSimplesmente incrível,1.0
1538958,"Scott Pilgrim contra o mundo não é exatamente engraçado e nem é focado nos gamers (Mesmo que tenha aquele visual de games, qualquer pessoa pode gostar). Porém, o fator entretenimento dessa obra é gigante! Esse é aquele tipo de filme que você não desgruda os olhos da tela por um segundo.",1.0
235976,"""Amor à Toda Prova"" são várias histórias de amor, ou quase, porque no meio de tudo isso há realmente algo de original nesta comédia romântica. Há amores não correspondidos da juventude, amores maduros que também tem suas características próprias. Eu gostei da forma bem-humorada, mas sem apelações, como todas essas histórias vão chegando ao público e também fui me surpreendendo positivamente a medida que elas iam se juntando, formando uma ""liga"" que não apenas traz reviravoltas, mas também não deixa espaço para pontas contraditórias já que por mais que sejam tramas diferentes com personagens distintos, a mensagem ao final é mais ou menos a mesma, claro que respeitando as especificidades de cada caso.É claro que com histórias assim não dá para escapar de alguns clichês, mas a trama é inteligente e de bom gosto. O elenco de primeiro nível também colabora para a qualidade do produto final. Eu gostei particularmente dos desempenhos de Analeigh Tipton e Jonah Bobo. À época quase novatos no cinema, eles roubaram a cena do estelar time de veteranos.",1.0
516554,Muito legal!,1.0
1639034,"PERFEITO, O Depp, a Helena etc, todos atores cantam com seu próprio vocal, ideia como sempre de Tim Burton! Fantástico!!!!",1.0
549730,o filme que eu mais ri na vida.,1.0
268142,a raposa não me sai da cabeça.,1.0
1488306,Genial! Brad Pitt impagável... uhsahusahusahusa,1.0
1103728,lembra infância :),0.0
942121,Demais ! apenas!,1.0
595098,"É um filme longo, chega uma hora que a coisa começa a ficar cansativa, mas a verdade é que não tinha como contar uma história desse tamanho (me refiro a grandiosidade da beleza que ela tem) de outro jeito. Também como já comentaram: esses créditos no começo dos filmes antigos, ninguém merece!",1.0
1407177,"Um homem conta tantas vezes suas histórias, que se torna uma delas.Elas vivem após sua morte... E, desse modo, ele se torna imortal.-Tim costuma fazer filmes pros seus fãs, mas esse é algo que foge dos seus argumentos, da sua atmosfera-gótica, um filme realmente lindo.",1.0
1008790,Muito boom,1.0
1642399,"O filme começou meio parado e cansativo, mas ele realmente surpreende. Todos os atores estão de parabéns, a começar pelo menino Thomas, que faz um grande papel como Oskar. Sandra Bullock também realmente me surpreendeu nesse filme.Quando ele vai conhecendo todas aquelas pessoas e suas histórias se misturam, é realmente muito bonito. Gostei muito do filme!! Recomendo!",1.0
1495498,Doidaço! kkkkk principalmente na hora que o Malkovich entra na própria mente! rsrscurti.,1.0
1058695,Para os românticos (porém realistas) como eu é um filme que dói.,1.0
1096529,"Na verdade, o filme é um tênue limite entre o delírio da gestante e a possibilidade real de um culto satanista. Afinal, não é mostrado, em momento algum, o rosto do ""diabinho"". Mas é um tremendo filme , um clima claustrofóbico, denso, mais implícito do que explícito.Uma aula de cinema.",1.0
1672216,"Dou 10 pra esse filme porque é a comédia da minha infância, e recentemente percebi que era da minha vida porque TODOS os filmes da franquia (menos o 5) estão de alguma forma na minha história cinéfila. E até hoje morro de dar risada é bem melhor que MUITO filme aí que diz ser de comédia. Pra mim já é um clássico do cinema.",1.0
1414444,"Só achei aquele final, na hora que ele fura a luva meio forçado",1.0
1064728,"Nota 2,5 pela primeira parte que é a melhor, mas a segunda parte é aquela que você fica esperando algo que nunca acontece...",0.0
1097691,"""Asfixiante"" é a palavra que define.  A partir do momento em que a Rosemary fugiu, eu tinha certeza de que ela estava louca. Me surpreendeu o fato de que eles realmente eram realmente um clã de bruxos. E sobre o final, uma consideração e uma dúvida:Consideração: eu fiquei surpreso, mais uma vez, pois achei que o filme ia acabar deixando no ar a resposta sobre se ela estava louca ou era tudo real.Dúvida (ME AJUDEM, POR FAVOR!): teve alguma coisa no filme que eu não peguei pra justificar esse comportamento sereno da Rosemary e de todos a seu redor na última cena? Sério, eu achei um tanto quanto absurdo o pessoal ver ela entrar (com uma faca na mão) e não fazer nada! Achei que iam matá-la, ou ao menos prender, segurar, etc. Não, ela entra e dois minutos depois de ver que deu a luz ao belzebu, está recebendo cházinho da bruxa Minnie. WTF? E sobre ela no final das contas simplesmente resolver seguir como mãe: o que vocês acharam? Tem algo mais ali ou é simplesmente amor de mãe? Porque, se for: WTF2? hahahahahaha Aquele frame final focando no rosto dela me deu a ideia de que ela ia se aproximar só pra matar a criança. Sei lá. Enfim, filme foda! Suspense que já me marcou.",1.0
1122869,Ai Mark Darcy,1.0
1160761,"trama muito boa, surpreendente!",1.0
1621282,Belíssimo em quase todos os aspectos.,1.0
534469,"Cada cena do filme eu sofria com a Selma, torcia por ela!! Esse final acabou comigo!! :( Se tornou um dos meus filmes favoritos! <3",1.0
362891,"Michael Keaton está no mínimo excelente! Emmanuel Lubeski fez uma fotografia de cair o queixo, o roteiro é excelente, assim como a direção de Alejandro González Iñárritu!Um filme INOVADOR, muito longe dos padrões de Hollywood!  ""A Inesperada Virtude da Ignorância""",1.0
305469,"Despretensioso, sensível, com ótimas atuações e ótima trilha sonora!  Chorei muito com a última cena, com a narrativa de Charles, ao som de David Bowie, sobre aquele momento quando sentimos que somos parte de algo, junto de quem amamos. ""We feel infinite!""",1.0
1678651,"Tão delicado, e a doçura que foi colocada para abordar um assunto tão sério faz dele um filme magnífico! Vontade de abraçar a Zoé Héran! ♥",1.0
625779,"transborda amor, poesia e melancolia...",1.0
681944,"Sem dúvida uma das mais belas fotografias que já vi, me apaixonei pelos olhos do Wong Kar Wai",1.0
219783,"PROJETO: 200 FILMES COMENTADOS EM 2017 ( 069 / 200 ) ""Quando uma nota sai errada, acaba destruindo toda a sinfonia."" Para que tá feio. Xenomorfos: 4,1 / 10",0.0
156146,"A rotina da engenharia nunca foi o forte no cinema mas este clássico de 1957 retrata de maneira bem legal,  até alguns itens técnicos da construção da ponte, o ápice mesmo é na questão da liderança para envolver seus companheiros no desafio pois o prazo é muito apertado,  cliente não poderia ser mais difícil e um ambiente extremamente agressivo.",1.0
1575946,"Fui ver ao filme sem grandes expectativas e me surpreendi o quanto gostei e dei risada! Pra mim é o melhor filme da DC depois do Batman e o Cavaleiro das Trevas, apesar de ser bem diferente desse e de tudo que eles fizeram até então, parecendo até um dos filmes da Marvel, pelo tom humorístico etc. Maaass achei que o filme tem uma identidade bacana e apesar de longo, você quase não vê o tempo passar, servindo bastante ao seu proposito de entreter e ser esse filme mais divertido e diferentão da DC (aliás, boa escolha do ator, eu acho ele MUITO divertido).",1.0
26009,"Não esperava nada desse filme e ele simplesmente entrou pra minha lista de favoritos! Lindo, lindo, lindo! Adorei a forma como eles retrataram as expectativas e a realidade dos fatos.",1.0
228734,"Muito bom! Além da história que todo mundo sabe como termina, afinal, é difícil separar as coisas, uma hora a gente sempre acaba se envolvendo. Tem cenas muito divertidas! Recomendadíssimo!",1.0
1492715,"Só o final que deixa a desejar, mas fora isso é lindo demaisss ♥",1.0
213143,um filme simplismente fantastico! estrelas pra Rachel em sua melhor atuaçao,1.0
1265961,"Muito bom. Ideia simples, mas que consegue prender o telespectador.",1.0
333839,"fraquinho com um gráfico interessante, o trailer é bem melhor que o filme",0.0
643521,Primeiro trailer:http://videos.elle.fr/video.php?video=2a01051f769s,1.0
794645,"O melhor filme de Super-Herói! Melhor, inclusive, que qualquer Batman do Nolan! Divertido! Muito bem executado! O Downey Jr. DESTRÓI com a sua atuação!",1.0
1270774,É um bom filme ? Sim. Merece esse alarde todo ? Não. Há muitas cenas desnecessárias. O destaque vai para a fotografia e trilha sonora.,1.0
1565382,Amooo!Chorei horrores!Lindo demais!,1.0
1804499,Impressionante como um filme quase que sem diálogos consegue prender toda a sua atenção. - Thomaz Cândido,1.0
848415,Excelente!,1.0
1124318,Ah!mas meu personagem preferido foi Lionel... perfeita atuação de Geoffrey Rush!!!,1.0
1051008,Que filmaço! Até o Colin conseguiu atuar bem.,1.0
1630506,"Filme perfeito, o que ta faltando nos filmes de hoje é criatividade e esse se adapta perfeitamente, ótima trilha sonora *-----*",1.0
49789,Excelente! Ainda melhor que o 1 ... 5 Estrelas.!,1.0
645552,É um filme muito forte e retrata bem a realidade....,1.0
720073,Tão bom quanto a graphic novel na qual foi baseado. Recomendo ambos.,1.0
703191,Meu novo filme preferido da Disney!,1.0
1523946,"Na realidade o melhor filme de boxe. Muito embora, bem antigo, ainda não foi superado!",1.0
1660984,super...,1.0
1831287,"acho que faltou um pouco, só um pouco pra esse filme ser o máximo,mas de qualquer forma achei ele muito bom,da pra ver que se os caras tivessem mais tempo o filme seria diferente,com mais cenas tão bem pensadas como foram as outras. Mas sem dúvidas, ótimo filme.",1.0
259677,Before Midnight | Veja a primeira imagem da continuação de Antes do Pôr do Sol,1.0
190010,"80. (28/03/2018) Uma cena me faz sempre lembrar da época de faculdade, em que a galera para resolver algum problema tinha que organizar uma assembleia, porém, para abrir uma assembleia, tinha que montar outra assembleia! hahahahahahahahahahah Igualzim no filme! ahahahahhhaa Como o companheiro disse abaixo, crítica as hipocrisias de movimentos sociais e ao fanatismo religioso. Lição de Moral: ""A vida é uma merda, só você prestar atenção, A vida é uma risada e a morte uma piada, ela é um espetáculo que o público vem para rir, e lembre-se de que a última risada é de você...sempre veja o lado bom da vida!!""",1.0
680873,Spike Lee em seu melhor estilo!,1.0
925462,Esse filme é muito bom!,1.0
358041,Um dos meus filmes preferidos! O que mais me chama atenção nele é grandiosidade... Não se faz mais épicos como antigamente! /:,1.0
781549,"""You is smart, you is kind, you is important"" <3",1.0
989550,"Meu filme favorito, pois foi com ele que eu conheci a Marion. Me apaixonei por Adriana assim como todos os homens do filme.",1.0
1118020,"horrivel, sem fundamento cientifico nenhum. conforme iam acontecendo as coisas eu soh ia xingando",0.0
519436,Lola Bolt,1.0
235328,Vai muito além de uma comérdia romântica! Ótimo filme!,1.0
808504,"eu não sou uma cinéfila assídua, portanto o plot do filme pra mim não está desgastado e nem foi clichê. Pode até ter sido usado em vários outros filmes, mas esses vários outros eu nunca assisti, então fui surpreendida na mesma. Ele era mesmo Andrew e não Teddy? Acho que fui enlouquecendo junto com o personagem, que merda se passava naquela ilha??",1.0
926310,"Boa adaptação,tenso e sombrio!!",1.0
230244,Sou apaixonada por este filme! ♥,1.0
933962,"Quanto mais eu busco por Almodóvar mas eu me surpreendo. Ontem assisti ""Má Educação"" e fiquei de boca aberta. Um filme sensacional. Excelentemente bem conduzido e bem interpretado. Gael Garcia me deixou espantado com sua performance. É surpreendente. Mas uma obra-prima desse diretor que merece todos os elogios possíveis.",1.0
178368,Adorei o Levitt fazendo sotaque.,1.0
1171961,"O filme tem uma linda fotografia, uma boa trilha sonora e a palavra aventura realmente define esse filme.",1.0
1712293,Muito bonito esse filme. Interessa que esse filme em live-action não teria o mesmo efeito da animação.,1.0
1323728,"gostei, dahorinha demais",1.0
937707,"Vejo muita discordância entre os comentários, entre os que como eu adoraram o filme, e os que não o acharam isto tudo. Aos que não acharam isto tudo, por esperar uma história profunda e um roteiro inteligentíssimo, acredito que não tenham assistido o trailer do filme, que foi um dos mais honestos que vi nos últimos tempos.  O roteiro funciona para um filme que é focado em ação, e como filme de ação, Mad Max é na minha opinião até o momento o melhor do ano, os primeiros 30 minutos são insanos, e o filme quase nunca tira o pé do fundo do acelerador e isto para os fãs de ação é o que importa.  A dupla Tom Hardy e Charlize Theron funcionaram bem, mas na minha opinião quem rouba a cena é Nicholas Hoult, Nux é o personagem deste filme, aliás,   WHAT A MOVIE!WHAT A LOVELY MOVIE!",1.0
1033527,"Não havia sentido qualquer interesse em assistir o filme quando soube que seria (re)lançado, porém assistindo ""Zootopia"" me deparei com o trailler incrível desse filme, espero que não seja enganoso.",1.0
530589,"Essas 5 estrelinhas não são suficientes para avaliar esse filme, só digo isso.",1.0
1834467,"Genial. Na minha opinião, um dos melhores filmes do Woody Allen.",1.0
1055339,"Eddie Vedder, obrigado por essa trilha sonora.",1.0
931790,"Quando vi seu trailer no cinema fiquei muito empolgado, acabei não assistindo porém sempre o mantive na minha memória como ""um filme que preciso ver"", esses dias o assisti e... esperava mais ahaha, a ideia do filme é muito boa e dava pra ter desenrolado uma história bem melhor, ele começa interessante depois se perde em só mais um filme de ação com perseguições e mais do mesmo, que pena, o final tbm deixa a desejar... Resumindo, vc começa empolgado e depois fica desejando que termine logo.",0.0
1819694,mto fera!,1.0
1461454,Bem regular. Empolga em alguns momentos.,0.0
822882,"Doce e arrebatador, te deixa com um sorriso de orelha a orelha",1.0
1560113,A maior prova de lealdade.,1.0
981439,"Ótimo filme! No começo fui achando o ritmo meio lento demais... mas gente, que final foi aquele?? Adorei! O roteiro é muito bom e eu gosto muito de filmes que tratam da rotina, das coisas bobas que fazemos quando não temos o que fazer.",1.0
1370899,A vida deveria ser composta por todos os elementos que integram essa obra!,1.0
513635,fodas pra caralhus.,1.0
1410540,Pra ver sempre!,1.0
173648,E lá vem mais um capitulo da saga lixo...,0.0
1372852,"Muito bom, me agradou do inicio ao fim. Recomendado a todos que gostam de suspenses policiais e bons filmes",1.0
186774,Que filme incrível.,1.0
1722548,"Filme doce e repugnante. Senti extrema revolta em alguns momentos, agonia e muita, muita dor. Trabalho com mediação de conflitos e sou terminantemente contra punições. Mas, infelizmente, senti muita vontade que estas pessoas sentissem muita dor. Porém, refletindo após o filme, percebi que nada que fizéssemos a esta senhora seria comparado a 30% do que a Sylvia passou. Me sinto envergonhado que um ser humano, assim como eu, tenha causador tanto sofrimento a outro.",1.0
1460029,"Malditos dubladores, redublaram esse filme na versão em Blu ray, que merda :/",1.0
1281574,"LSD PURO hahaha Curti a vibe do filme, muita viagem louca, mas é bem interessante o desfecho do filme, bem criativo.",1.0
452555,"Fora o coral cantando o tema de pokemon, o filme foi bem enfadonho. Ainda assim gostei do desfecho. Boa mensagem.",0.0
1560553,"Muito bom, pulsante!",1.0
1664009,Me surpreendeu. Esperava um lixo atômico mas gostei bastante!,1.0
1054436,"Mas que filme lindo! Um símbolo de todas as pessoas que ousam fugir dos padrões de carreira da sociedade atual. E claro, inevitável lembrar do famoso paradoxo: quanto mais liberdade, menos segurança; e vice-versa.",1.0
709505,Só não leva 5 estrelas porque tem a marionete do Ben Affleck. :-D,1.0
288903,Impossível não dar risada.,1.0
306846,"Fui ver sem saber nada, com pouca expectativa e nossa que filmaço, quase chorei. 5 Estrelas.",1.0
1589188,Lindinho demais o filme! Aquele tipo de comédia romântica que a gente sabe que será clichê mas se apaixona pelos personagens e torce pra que tudo termine bem.,1.0
1057562,"Acho muito legal o jeito como eles consegue relacionar o passado e o presente, como eles influenciam um ao outro e impossível não se apaixonar pelo personagem do Ryan. <3",1.0
773058,"Adcionando a lista ""fazer antes de morrer"" a cena do restaurante",1.0
1526008,Melhor dos filmes atuais do universo Star Wars,1.0
1073425,"Divertido, coeso, boas atuações e excelentes efeitos especiais.Vale à pena!",1.0
620619,"simples, metafórico, belíssimo e com uma trilha sonora mais do que perfeita.",1.0
1113371,""" Nunca é tarde demais para ser quem você quiser ser. Não há limite de tempo, comece quando você quiser. Você pode mudar ou ficar como está. Não há regras para esse tipo de coisa. Podemos encarar a vida de forma positiva ou negativa. Espero que encare de forma positiva. Espero que veja coisas que surpreenda você . Espero que sinta coisas que nunca sentiu antes; Espero que conheça pessoas com ponto de vista diferente. Espero que tenha uma vida da qual você se orgulhe. E se você descobrir que não tem, espero que tenha forças para conseguir começar novamente""",1.0
1021169,Simplesmente hilário! Não tem como uma pessoa não perceber pelo menos um traço de sua genitora nesse filme. Bateu até saudades da minha mãe hehehehe.,1.0
36216,"O melhor filme original Netflix ate agora, merecia mais reconhecimento.Alem de fugir do cliche, mostra varias historias explorando mais o comportamento/características das pessoas que o estilo de vida no velho oeste.",1.0
760284,"Muito bom o primeiro filme, lembro como se fosse ontem, impressão minha ou o Daniel Radcliff foi piorando sua atuação no decorrer dos filmes ?",1.0
389616,Ótimo filme!,1.0
1265664,"assisto desde que me conheço por gente,aush'",1.0
1644397,Esse filme é incrível e o cinema pernambucano mais ainda. Nunca saímos da ditadura e que a única utopia possível é a utopia do cu .,1.0
32525,Preciso urgentemente ver de novo!,1.0
1126660,Nunca sabemos quem é quem. O melhor é aguardar para ver o que acontece.,1.0
1483728,"O que dizer sobre esse filme? Bem, eu acho que me emocionei, na verdade, com certeza me emocionou. Os atores trabalharam muito bem nos personagens, cada um com a sua característica marcante, principalmente, a grande protagonista Regina Casé que soube transmite o lado simples, maternal e engraçado de uma humilde dona de casa. O filme vai caminhando aos poucos, com os acontecimentos banais do dia a dia os quais são extremamentes significativos para a construção de um filme primoroso, como, por exemplo, os filmes franceses que são os mestres dos detalhes mais corriqueiros. O roteiro foi surpreendentemente pensado, elaborado e teve, no meu ver, um resultado comovente. A diferença dos personagens com relação as suas posições sociais demonstra como é difícil manter um convívio harmonioso dentro de uma casa com restrições e limites. Os diálogos envolventes e familiares, atuações sutis e ao mesmo tempo carregadas, fortes. Película aprovada.",1.0
725069,não tem o que dizer,1.0
1280207,"Impossível assistir O Sacrifício do Cervo Sagrado sem se sentir desconfortável e apreensivo. Com uma trilha sonora nada comum e intensa, o desenrolar da trama é ótimo, deixando o espectador a cada cena incomodado. Trabalhando bastante com a sugestão, Yorgos Lanthimos consegue construir um filme tenso, com personagens que se comportam de uma forma estranha, todos muito bem interpretados. O desfecho pode não responder todas as perguntas levantadas, mas essas respostas acabam não sendo necessárias para o entendimento da obra. Sem dúvidas irei assistir mais da filmografia do diretor, conseguiu me fisgar de primeira. **** (Ótimo)",1.0
306524,Grande filme que passou despercebido. Mostra os anseios da juventude e suas descobertas de uma forma extremamente sincera. Amizade quando é verdadeira e sincera é essencial. Um excelente feel-good movie.,1.0
677794,"O filme é muito bom. Uma linguagem bastante diferente, portanto causa certa estranheza.Muito interessante a insistência em demonstrar a falta de memória dos personagens, que se apresentam como muito tolos e praticamente zumbis.",1.0
1351699,"Todo mundo gosta, menos eu...  E olha que já tentei...",0.0
1034000,"um lindo filme, com excelente fotografia e uma super indicação para se ver em familia",1.0
1474006,"excelente, o final é uma verdadeira obra de arte.",1.0
396551,Por favor não deixem menores de 18 anos verem esse filme .,1.0
1775353,Eu tava adorando o filme masfinal de filme que a pessoa percebe que tava dormindo cai no meu conceito.,0.0
1424080,"Filme B e recheado de uma crítica ácida, ótima combinação.",1.0
233697,"O filme é muito mais tarantinesco do que seu outro roteiro não dirigido por ele (Assassinos por Natureza), tem até cena copiada de Top Gun (por mais que isso se deva mais a direção de Tony Scott). Um ponto interessante é que Tarantino buscou em seus primeiros filmes imaginar personagens de filmes vivendo em um mundo real, e acho que nesse ele fez o contrario, com o personagem Clarence, que é um nerd que de repente conhece a mulher dos sonhos e se mete em uma historia de crime, drogas e assassinato.Mas enfim, atuações espetaculares, elenco estelar, roteiro excepcional e direção competente. Realmente um filme que todos deveriam ver.",1.0
1666706,produção perfeita.......excelente filme!!!,1.0
578869,Hahahahahaha!!!! Tarantino deve estar em lágrimas!,1.0
1289842,Ótimas atuações e uma fotografia encantadora *-*,1.0
718688,Lindo.,1.0
1374394,"na moralzinha o Loki achou o Keller? Porque se pararmos pra observar  ultima cena da pra ouvir um barulho de algo batendo e percebemos um close no rosto do detetive com uma expressão tipo ""o que foi isso?"", a minha teoria é que ele ouviu o barulho e achou o Keller, o que vocês acham?",1.0
1115676,"Amo clichezinho romantico, mas esse não foi o melhor do Noah (sim, só vi por causa dele) é bem fraquinho e não vi química nos personagens. Acho que um clichê fica bom quando o clima e a química entre eles se encaixam.",0.0
1353941,Que filme do caralho!,1.0
1677020,"Achei bom e fiel aos jogos, bem melhor do que Angelina.",1.0
407224,"Em minha opinião o musical perfeito, por saber administrar números musicais, com números de dança com sapateado e adicioná-los a história que por si só é charmosa e convidativa.Em momento algum é cansativo, muito pelo contrário, incentiva quem o assiste a interagir junto com as personagens e com os números musicais.Destaque também por mostrar de uma forma engraçada a transição do cinema mudo para o cinema falado e todos os seus transtornos.Destaque também para as cores sempre vivas e atrativas e a forma como elas enriquecem o filme.O carisma do trio é algo fascinante e a forma que eles interagem é pura magia, talvez seja por isso que esse filme faz sucesso e encanta até hoje, pois foi feito com muito amor e dedicação.Vale a pena ser visto sempre.",1.0
1192619,"Lindo, muito emocionante, tem uma trilha sonora que faz você se sentir em outra atmosfera... Adoro!!!!",1.0
