original_index,review_text,polarity,predicted,predicted_label
1269541,Só falta o urso levar o oscar no lugar do DiCaprio.  [spoiler][/spoiler],1.0,0,negativo
1211202,"Que filme! Sem dúvida, um dos melhores que eu já assisti do Scorsese e um dos melhores do ano, na minha opinião! Leonardo DiCaprio está fantástico! A atuação dele só não supera a direção!",1.0,1,positivo
1130614,do começo ao fim ótimo.,1.0,1,positivo
1139997,"ah, que filme épico!tantas histórias boas, tanta coisa pra se pensar... perfeito para qualquer dia!",1.0,1,positivo
1189422,"Tudo é muito bem feito e executado. Absolutamente emocionante e agoniante. Quando tu lembra que é baseado em fatos reais, as emoções triplicam de intensidade!",1.0,1,positivo
1502635,"Na minha humilde opinião de merdis, achei um filme legal, com um boa modelagem dos personagens lembrando bem os de verdade. Legal para crianãs e adultos Como na parte final do filme onde o Rango atravessa a estrada e vê o espirito, e que para ele aparece o O Homem sem nome ou o The Good se preferirem do The Good, the Bad and the Ugly do Sergio Leone, onde quem vai perceber isso são as pessoas mais velhas, ou como no meu caso um jovem que gosta de conhecer um pouco sobre todos os bons filmes.",1.0,1,positivo
1334280,"todos deveriam ver este filme, pq não é compreensivel que ainda hoje exista preconceito desse jeito. emocionante é pouco, recomendadissimo.",1.0,1,positivo
876879,"Filme muuuito bom, adorei de verdade. Assistam que é diversão e entretenimento na certa.",1.0,1,positivo
1271863,"A maioria das pessoas vão elogiar o filme pelas atuações e efeitos especiais, e reclamar da duração. Como não sou a maioria, deixo meu elogio para todos os itens que acabei de citar. Essa sensação que o Alejandro quis passar, de dor, cansaço, luta por sobrevivência e amor à família foi muito bem transmitida.Tu sente isso do começo ao fim. Faz te questionar as razões dos dois lados (homem e índio). Um excelente filme e merece ser aplaudido, como sempre, pela belíssima atuação de DiCaprio e Hardy.",1.0,1,positivo
1442973,"Filme lindo de uma beleza singular, é maravilhoso assisti-lo em todas as idades e etapas de nossas vidas. Pode parecer a primeira vista um filme triste, mas o fato é que nos engrandece enquanto seres humanos e nos diz muito sobre amor, amizade, respeito, sonhos e imaginação, tudo o que devemos carregar conosco todos os dias quando acordamos e saltamos da cama para a vida.Vale a pena assistir. (:",1.0,1,positivo
423003,"Foi legal ver referências de passagens do livro que não entraram no filme como se fossem lembretes, adorei e mais ainda as atuações.*queria ter metade do charme da Cate Blanchett",1.0,1,positivo
90306,Gosling esculachando como sempre ♥,1.0,1,positivo
1391173,"Como todos dizem, o cenário romano é belíssimo e encantador. Personagens com histórias agradáveis de acompanhar. A grande celebridade sem motivo algum, a mocinha casada querendo explorar coisas novas, o cantor de ópera de chuveiro... Muito bom!!",1.0,1,positivo
182597,Uma história linda e comovente!,1.0,1,positivo
1460409,Uma das melhores animações do últimos tempos. E é muito melhor ver dublado. [2] É aquele filme que você decora TODAS as falas - sei todas!,1.0,1,positivo
1326823,"Achei uma bosta, mas se vc gosta de matança sem pé nem cabeça vai gostar... De verdade não entendi a fama desse filme, e olha que eu sou apaixonada pelo Bardem.",0.0,0,negativo
1062350,"Eu adorei. Fui totalmente despretensioso, sem saber ao certo do que se tratava. Não costumo ver trailers pra não me dar spoilers.  A voz do Bradley Cooper é o tempo todo meio rouca, pensei até que alguém estava dublando ele haha. Já a Gaga quando começa a cantar é de arrepiar, com o piano então, nem se fala.",1.0,1,positivo
896205,Revendo o filme a única coisa que tenho a acrescentar é que aquela sequência final é uma das sequências mais lindas que já vi.,1.0,1,positivo
413549,"Sempre preferi a DC e tive preconceito com a Marvel mas confesso que estou em completo estase após esse filme, simplesmente o segundo melhor filme do gênero que já vi e é humanamente impossível não gostar desse filme. A cena do aeroporto CARA A CENA DO AEROPORTO é uma daquelas cenas que você vibra enquanto assiste! O conflito entre o Steve e o Tonny é tão palpável que é possível se sentir no meio da briga, além disso, os dois lados têm argumentos muito bons então você se pega em conflito junto com eles. No momento que você nota que todas as motivações dos personagens é a famigerada vingança é de cair a mandíbula do crânio. Os personagens novos introduzidos são maravilhosos (principalmente o homem-aranha). Filmes assim me dão até vontade de viver.",1.0,1,positivo
758611,Enrolação.,0.0,0,negativo
675185,Recomendo pela excelente fotografia!,1.0,1,positivo
480111,"Ainda bem que só assisti esse filme agora. Sem a vivência e a mentalidade que adquiri até hoje, dificilmente iria gostar do filme... rs... Ainda não sei se gostei do final. Que coisa estranha! Tô tentando absorver a maluquice. Achei o filme muito válido pros dias de hoje. Dá várias lições que precisamos entender, só que sem esses extremos Jack x Tyler. Achei o Tyler tão incoerente. Ele não queria que as pessoas se comportassem como robozinhos obedientes da sociedade, mas criou seus próprios soldados. É a maluquice do extremismo, da alta intensidade, do desequilíbrio. Mas a grande mensagem do filme pra mim foi: E aí, é isso mesmo que vc precisa e realmente quer? Por quê? Pra quê? Um pode ser pode ser bem melhor. Ou não! Confuso, confuso... rs... viajante! Edward Norton, Brad Pitt e Helena Bonham Carter detonaram!!! Excelentes. Só por causa deles marquei a quarta estrela. hehe",1.0,1,positivo
750239,"Não gosto de filmes estilo zumbi, mas este é ótimo. Só ele e Avatar para me fazerem ficar acordada, assistindo na globo, mesmo com propagandas. Apesar de que achei horrível a globo cortar partes importantes. Claro que sei  que não dá pra passar um filme completo, por causa da grade de programação. Cortar partes irrelevantes tudo bem, mas há umas que não dá. Bom, continuo dando nota 9 a este filme, o qual já havia assistido sem cortes.",1.0,1,positivo
1274852,Quem nunca chorou com esse filme ? Lindo demais *-*,1.0,1,positivo
235133,tava precisando de um filme assim,1.0,1,positivo
822099,"Até agora, o filme do ano pra mim!Com um tema forte, que teria tudo para ser um daqueles dramalhões que me fariam morrer chorando, mas não.A sutilidade e o bom humor do filme, principalmente pela ótima atuação do, até então desconhecido pra mim, Omar Sy, tornam o filme leve e poético...Com direito a boas risadas e que nos faz pensar na velha frase: O que é a felicidade?=]",1.0,1,positivo
1165534,"IMAX 3D, confirmado.",1.0,1,positivo
231717,"o incrivel deste filme, é o modo de como ele é contado!!!!!!!!!",1.0,1,positivo
797331,"Não li os HQs, mas minha experiência foi muito boa. Os efeitos especiais estão sensacionais, os momentos piadinha não foram excessivos e foram satisfatórios. Gostei da seleção de atores e conhecer mais sobre as formigas. Despertou interesse para conhecer melhor sobre o herói!",1.0,1,positivo
775037,Eu amo a dose perfeita de humor que existe neste filme!,1.0,1,positivo
1352783,"Bem divertido, mesmo não sendo um dos melhores da Pixar.[2]",1.0,1,positivo
1496911,Aquele tipo de filme que você termina apaixonado por tudo e todos ao seu redor. Incrível.,1.0,1,positivo
1114292,I never forget her blue eyes.,1.0,1,positivo
1196455,TÃO TRISTE E TÃO LINDO....ME LEMBROU DE MEUS AMIGOS IMAGINÁRIOS.... =],1.0,0,negativo
1563258,Um dos melhores filmes policiais de todos os tempos,1.0,1,positivo
1684347,Sem palavras pra esse filme. Quero o quarto logo.,1.0,0,negativo
304894,"Nao tenho nada para dizer sobre o filme, apenas que é maravilhosamente perfeito. Eu vejo toda semana, nao consigo parar.",1.0,1,positivo
32344,Competição de quem faz o maior post.,1.0,0,negativo
1552668,"Afonso Ribeiro Rosa disse:Sinceramente, um filme sobre usuários e para usuários, algumas piadas nem fazem sentido em português, merece ser assistido com legenda. pra mim alguém que assiste a um filme dublado nem deveria ter a ousadia de fazer uma critica a um filme.",1.0,0,negativo
1203070,Esse filme eh tão eu!,1.0,1,positivo
1214080,"Gostei muito do fato de que uma história leva a outra, que leva a outra. Por isso não se sente o tempo longo de duração.",1.0,1,positivo
291643,estou na espectativa em poder ver esse filme em 3D,1.0,1,positivo
1223196,"Demorei séculos pra ver esse filme, mas pelo menos consegui me poupar de saber o final esse tempo todo. Fico feliz, porque é onde reside o momento mais corajoso e impactante da trama, que no geral se desenrola de maneira bem simples. Sempre válido ver um filme com essa temática e acessível para todos os públicos. Emocionante!",1.0,1,positivo
661565,Adoro esse filme... o livro é mais rico em detalhes.,1.0,1,positivo
1460014,Meu filme de animação favorito :),1.0,1,positivo
1550486,"Nicole Kidman pode urgentemente mudar de agente. De uns tempos para cá, a ex- senhora Tom Cruise só se meteu em fria. Faz muito tempo que a Nicole fez realmente um filme bom. E esse Segredos de Sangue é mais um difícil de chegar até o final. O Filme é muito lento, e tem trama complexa (pra não dizer rasa e sem profundidade).As atuações são frias e inexpressivas, claro que Nicole tira de letra seu papel de mulher fria e misteriosa, mas Mia Wasikowska e Matthew Goode são muito ruins, parecendo mais robôs atuando. Nicole Kidman é ótima atriz, mas pegar uma bomba dessa e querer que ela de conta é difícil viu!!E com uma roteiro insosso desse nem um elenco estelar salvaria de um fracasso.Filme ruim demais.Não recomendo!",0.0,0,negativo
1800050,um amor enorme por esse filme! ♥,1.0,1,positivo
843429,"Um filme muito elegante! Boas atuações: James Stewart ótimo como sempre, Grace Kelly dando conta do recado, Thelma Ritter bem carismática. Só achei os diálogos muito longos no começo.",1.0,1,positivo
329122,"You know something, Utivich? I think this just might be my masterpiece.",1.0,1,positivo
1610216,"Esse filme só somou para que mostrar como o Jornalismo é importante na sociedade atualmente. O trabalho do jornalista não é somente fofoca, é muito mais do que isso e o filme esfrega isso na nossa cara de uma maneira espetacular.",1.0,1,positivo
694266,"Além de ser o filme, a trilha sonora é incrível.",1.0,1,positivo
854884,"o livro me decepcionou, e nao criei mtas expectativas para esse filme e acabei me surpreendendo, fiquei de boca aberta o filme inteiro, estou sem palavras pra descrever o quanto eu amei esse filme.",1.0,1,positivo
422450,Statham é foda!!,1.0,1,positivo
1744564,"Caramba, eu fiquei apaixonada por esse filme!!",1.0,1,positivo
213386,um dos melhores filmes que já vi.,1.0,1,positivo
719851,Esse é ótimo,1.0,1,positivo
303655,"Sensacional é pouco. É o filme que eu precisava assistir, e que há muito tempo não encontrava nada igual!",1.0,1,positivo
1754749,puro entretenimento do bom...,1.0,1,positivo
688129,"Amei viu, simpatizei muito com a Florence, tadinha gente. Meryl Streep estupenda né, encarnou a personagem.",1.0,1,positivo
68928,Achei o melhor da série!!!,1.0,1,positivo
880080,"Fuck this shit, Im getting the bazooka!!! HUAEUUHAHUEAHUAEUHAEQue Viúva-Negra o que! O negócio aqui é Hit-Girl, rapá! Sem comentários, curti demais esse filme, os personagens são bem carismáticos e toda a trama se desenrola facilmente, até chegar no seu ápice. Também curti o vilão, porque o Frank é daqueles vilões que faz com que você tenha raiva do maldito! Muito bom! 5 estrelas! Só teve uma coisa que me deixou muito triste, que foi a morte do Big Daddy! Por mim, ele poderia ter sobrevivido, porque caramba, esse personagem era muito bacana e carismático! :(",1.0,1,positivo
1162988,Muito massa.,1.0,1,positivo
390243,Feliz é o destino da inocente vestal....,1.0,1,positivo
193181,lindo o amor q o pai tem pelo filho,1.0,1,positivo
139687,"Filme muito bem construído, e muito foda. Se não entendeu, veja de novo uai HAUEHAUE",1.0,1,positivo
1254410,"O Final de The Gift (O Presente) lembra muito o de Prisoners (Os Suspeitos) por ser um que após ele, você irá ficar pensando e pensando e pensando. Gostei muito do filme, ele tem um desenrolar bem interessante e uma reviravolta melhor ainda. Além disso, adorei os atores, e adorei a Rebecca Hall que faz a Robyn. Aquele final ou você ama, ou você odeia. eu achei sensacional, mesmo a maneira como ocorre aquela sequência final de 15 minutos é demais. Robyn termina com Simon, e vemos que ele , la no fundo, é o vilão, e não Gordo. Jurava que quem tinha jogado a pedra era o Gordo, mas por ser O Danny, e ser descoberto que Simon destruiu a carreira dela tambem... Simon é um completo fdp, e passamos a odiar ele e gostar do Gordo com o passar do filme. Achei DEMAIS MESMO AQUELE FINAL, o Gordo mostrando que colocou algo na garrafa para a Robyn desmaiar, e depois com a mascara de Macaco, mas a melhor parte é que ele deixa Simon sem saber o que aconteceu. Nunca iremos saber se ele estuprou ou não Robyn, e se o filho é dele ou não. mas temos a dica, como Robyn e Simon estarem tentando faz algum tempo, e ela já ter engravidado e perdido antes... Pode ter sido Gordo o pai, ou não. Simon vai ter que conviver com isso, da mesma forma que Gordo sofreu a vida inteira com a mentira de SImon. Para ficar perfeito aquele final, SÓ QUERIA a Robyn ficando com o Gordo. seria o fim do mundo para o Simon. e ele jamais poderia falar do vídeo, porque aquilo mataria a Robyn. cara, demais. lembrou muito o final de os suspeitos onde voce termina o filme e fica pensando",1.0,1,positivo
1709361,Tubarão ...é classicão...[2],1.0,1,positivo
732660,"Um dos melhores filmes do ano pra mim. O realismo, a tensão que o filme todo te passa, fotografia, trilha sonora e atuações perfeitas.Não tem como não ficar tenso vendo tudo aquilo acontecendo, em algumas partes até me incomodava de tão real que parecia. Realmente, me deixou sem fôlego e apreensivo o filme todo. Cuarón gênio. E já quero mais uma indicação ao Oscar pra Sandrinha.",1.0,1,positivo
592471,"Frases marcantes, trilha sonora mais marcante ainda, se você gosta do cenário e do ambiente dos anos 80 aqui está. Quem adora mindfucks, filmes viajantes, complexos, difíceis de entender como eu, esse aqui tem tudo isso. Tem que ser assistido no minímo duas vezes. Muito bom.  As indagações e revoltas de algumas cenas me marcaram",1.0,1,positivo
1088189,"Um dos roteiros mais originais de toda a história do cinema! E que mise-en-scéne, que elenco, que roteiro, que roteiro, que roteiro! Difícil escolher a obra-prima máxima deste genial diretor, mas este aqui empata com VIRIDIANA. Gargalhei absurdamente na revisão mais recente e já anseio por inúmeras outras revisões, preferencialmente acompanhado: este filme é ideal para ser visto em grupo. PERFEITO! (WPC>)",1.0,1,positivo
156712,"Um dos filmes que mais me impactaram e que me deixou confuso e tocado, muito por eu ser adolescente e esse ser um filme clichê adolescente, gênero que gosto na maior parte dos casos. Mas é um filme realmente tocante no que se refere a vida de todos: os relacionamentos. A vida nos obriga a enfrentar. A vida nos obriga a ter coragem. Esses dilemas e essas angústias são muito fortes e o filme toca nesse assunto tão atual! Filme lindo, ótimo e na parte final acaba atordoando muito.",1.0,1,positivo
358620,"INFERNO DE FILME LINDO, DESIDRATEI Karine Teles na melhor performance que eu assisti este ano. Tour de force. Naturalista. Sem defeitos. Emociona em momentos que eu não me esperava me emocionar. O filme em si é tão delicado, tão hábil em retratar situações pelas quais todo mundo passou, de uma forma ou de outra. Um olho tão preciso.",1.0,1,positivo
892262,"Eu nunca tinha visto esse filme apesar de tantos o citarem como um grande filme com atuações desses dois monstros da dramaturgia, que são a Meryl Streep e o Dustin Hoffman.   Recentemente eu estava conversando com a minha mãe sobre grandes atores e perguntei se ela achava o Dustin Hoffman realmente no mesmo nível de Al Pacino e Robert De Niro e ela falou que sim, que inclusive Kramer vs. Kramer era um excelente trabalho dele e que era o filme favorito do meu pai. Como meu pai morreu quando eu tinha 11 anos e agora tenho 20, tem muita coisa dele que não lembro e hoje pensei Ah, vamos ver o que ele achava de especial nesse filme. Peguei e assisti. Simplesmente me encantei com tudo no filme, desde atuações, direção, o enredo que mostra a vida cotidiana de Ted e Billy e um roteiro bem simples mas que é brilhantemente executado.   Tirando toda a parte técnica vem toda a emoção que eu depositei nesse filme, foi impossível pra mim não fazer uma transferência e me imaginar como Billy e meu pai como Ted, conversando, brincando, me levando pra escola e todos esses detalhes da vida cotidiana.Chorei horrores no final e tô até agora acabado.   Impressionante como alguns filmes se tornam parte da gente dessa maneira. É isso que me encanta no cinema, essa habilidade de nos trazer todas as emoções à flor da pele e nos contagiar, fazer pensar, rir, chorar, se encantar e amar.    Perfeição! <3",1.0,1,positivo
1588229,"Comédia que faz rir de verdade - hoje em dia é meio difícil achar uma. Sem as caretas exageradas de Carrey, o filme é, digamos, uma novidade. E Zooey Deschanel é adorável!",1.0,1,positivo
1222434,"Reassisti a este filme ao lado de uma família de vizinhos na noite de ontem e todos eles saíram encantados e reflexivos após a sessão. Mesmo que o roteiro não seja de todo surpreendente, as ótimas interpretações e a sutileza com que a violência que circunda e cerceia os personagens é mostrada encantam bem mais que o propalado final lacrimejante... Um belo filme, bastante recomendado para ser visto em grupo! (WPC>)",1.0,1,positivo
738788,"Bergman as vezes me deixa mal comigo mesmo... Achava q o normal seria ter seus altos e baixos na vida, mas a cada filme que eu vejo, ele se mostra mais e mais genial! Estou começando a acreditar que perfeição existe...",1.0,1,positivo
461829,Impressionado com o trailer.,1.0,1,positivo
1791742,"Btw, eu quero o diorama dos créditos.",1.0,1,positivo
1290333,Perfeito!,1.0,1,positivo
1443842,"Incrível que um baita filme desse foi e será pouco divulgado, enquanto mensalmente saem várias tranqueiras.",1.0,0,negativo
1302980,Esse filme é maravilhoso demais! Tudo nele é incrível! A atuação das crianças é impressionante ♥,1.0,1,positivo
1337470,Um dos filmes mais maravilhosos já vistos!,1.0,1,positivo
889753,Iradíssimo heuheuehuehueh,1.0,0,negativo
1712817,"nunca pensei que um filme de animação, pudesse ser tão dramático, quem gostar de chorar têm aqui um grande incentivo...",1.0,0,negativo
476882,Esse filme é uma montanha-russa.,1.0,1,positivo
781531,Esplêndido.,1.0,1,positivo
1337793,"É o filme que melhor uniu o estilo autoral e malucão do Terry Gilliam a algo mais comercial e palatável ao grande público.Sem dúvida, umas das melhores ficções dos anos 90.",1.0,1,positivo
1757776,ótimo!,1.0,1,positivo
814042,"Desmentindo o provérbio dinamarquês que diz que, “as crianças e os bêbados dizem sempre a verdade”.Um tema tão atual sendo feito na década de 60. Muito além do seu tempo. E de um esclarecimento e de uma compreensão tão grande de Karen Wright(Karen Hepburn) em relação a Miss Dobbie(Shirley Maclaine). Sensacional!",1.0,1,positivo
1451097,a fotografia é sensacional. bom filme e um tanto perturbador.,1.0,1,positivo
903910,"Caramba! É mais que lindo. Delicado, sensível, violento, ardente. É uma adaptação que faz jus ao livro, coisa difícil de se encontrar. Cinco estrelas só porque não tem mais rs",1.0,1,positivo
1432447,"A prova de um blockbuster pode ter um roteiro bem desenvolvido e inteligente assim como também ter cenas de ação e ótimos efeitos especiais. Fiquei muito impressionado com a personalidade complexa que eles deram pro Cesar, que alterna doçura e raiva desmedida (Andy Serkis simplismente dá um show na interpretação do macaco-protagonista).",1.0,1,positivo
79291,"Um filme mágico. Transparece pureza e inocência. Fora que os umpa lumpa são os melhores. A refilmagem é boa, mas esse tem um lado mágico.",1.0,1,positivo
445795,A sátira dos filmes de ação é tão boa que o resultado é melhor que os próprios filmes que ele homenageia.,1.0,1,positivo
1187869,filme lindo!!!,1.0,1,positivo
177066,Um pequeno grande filme do mestre do suspense. Só não gostei da mocinha e do ritmo que ele toma.,1.0,0,negativo
1676021,"Era uma vez...havia um lago, ele ficava nessa cidade. Nós costumávamos pescar, nadar e navegar nele e... em um novembro, um grande bando de patos veio e pousou nesse lago, e então a temperatura caiu tão depressa que o lago congelou de imediato e os patos, eles voaram e levantaram o lago com eles... e agora dizem que esse lago está em algum lugar da Geórgia. Imagine só.",1.0,1,positivo
818094,Philip Glass na trilha sonora *-*,1.0,1,positivo
768258,Cortaram tantas partes boas que tinham no livro :(,1.0,0,negativo
1031081,"Totalmente perturbador .. porém Incrível!!! Enquanto assistia tudo o que conseguia pensar era em lembrar de respirar...Joseph Gordon-Levitt, talentoso e brilhante desde sempre!a ultima cena do filme é das mais lindas que já vi ..",1.0,1,positivo
732897,"Mágico, só tenho isso a dizer, mágico!",1.0,1,positivo
559104,"Gente me desculpe, mas achei bom e só. Esperava um pouco mais do filme, na verdade queria um pouco mais de interação dos personagens dos outros jogos, mas a história era só do Ralph... como ja citaram por aqui, eu ia achar mais interessante se fizerem outro filme tipo continuação focando mais nesse universo dentro do fliperama.",1.0,0,negativo
937458,"Ainda consegui vê-lo no cinema, para minha sorte. Que filmaço! Realmente este supera os anteriores com uma fotografia única, personagens icônicos (e hilários) e doses únicas de adrenalina e muita ação. O filme é bom pelo seu enredo que não foge aos anteriores de sua franquia (esse mundo utópico e bizarro). Gostei das atuações, especialmente da Charlize Theron... Enfim, um dos melhores de 2015.",1.0,1,positivo
1682850,"Muito bom o enredo, achei que seria chato, mas me enganei, que bom. Foi emocionante o final, tudo bem algumas lágrimas rs",1.0,1,positivo
1599140,"Um baita filme do sr. Eastwood. Uma atuação e tanto de Sean Penn e Tim Robbins. Achei a trilha sonora um tanto brega, mas nada que atrapalhe.",1.0,1,positivo
264601,"é romantico, mais não é um romantico meloso, é um romantico real!",1.0,1,positivo
163075,"morri de rir, super recomendo.",1.0,1,positivo
254394,Outro filme que me dá medo!,1.0,0,negativo
964146,Lindo ♥,1.0,1,positivo
52754,Amy Adams fazendo pleno uso de seus poderes.,1.0,1,positivo
131929,"Assisti este filme há algum tempo, e quando vi essa semana alguns acontecimentos na tv, remeti diretamente a esta história.Recomendo fortemente que assistam, é um ótimo filme baseados em fatos Reais.",1.0,1,positivo
129635,Filme muito fraco.,0.0,0,negativo
908422,"Gostei bastante, até mesmo, mais que de o Cavaleiro das Trevas I/II, digno de grandes heróis!",1.0,1,positivo
1346224,"Uma experiência visual e sensorial única. O filme tem uma estética que beira à fantasia, de maneira muito única, pessoal e poética. Atuações muito convincentes, e é um retrato da realidade de muitas pessoas; um filme atemporal e muito bonito.",1.0,1,positivo
108848,"Nossa, esse filme é sensacional, me arrisco a dizer que foi a melhor arte do Tim Burtom que já vi. vale muito a pena ver",1.0,1,positivo
1594074,Take on meTake me onIll be gone :-),1.0,1,positivo
293670,"muito melhor que o primeiro, mais ação",1.0,1,positivo
1349381,O melhor filme dos nos 80! rs,1.0,1,positivo
646254,Filmão!!! Julia Roberts estava fantástica!!,1.0,1,positivo
1372151,Excelente! Entrou pro meu Top! Kevin Spacey é foda demais!,1.0,1,positivo
1379443,"no filme só da o Robert Downey,mas eu gosto dele então gostei do filme =]",1.0,1,positivo
1339036,foda!,1.0,1,positivo
682790,"Excelente narrativa sobredois mundos que - de uma maneiraou de outra - tendem a se mesclar. Por um lado, o machismo queresiste à responsabilidade em lidarcom o fruto de seu passado. Por  outrolado, a superação que encontra amparona rispidez e que, a partir desta, se transformae contagia aqueles ao seu redor transformando-os.",1.0,1,positivo
1347989,Meio maçante nos primeiros minutos mas quando a história começa a se desenvolver não tem como desviar os olhos da tela.,1.0,1,positivo
